resistance
248.3918915
248.3918915
248.3918915
248.3918915
216.3080597
248.3918915
248.3918915
248.3918915
248.3918915
248.3918915
279.5603943
234.5307617
29.1135502
29.1135502
253.2323456
293.9873657
108.5485458
270.7819824
108.5485458
108.5485458
275.4786072
412.5
282.1698303
293.9873657
108.5485458
288.3431396
108.5485458
275.4786072
412.5
412.5
282.1698303
282.1698303
288.3431396
293.9873657
282.1698303
288.3431396
282.1698303
293.9873657
293.9873657
108.5485458
288.3431396
288.3431396
206.061142
280.8478088
224.3591766
173.7775421
224.3591766
402.5
141.4264526
297.9303589
297.9303589
231.1598206
133.1058197
128.2933502
133.1058197
204.2574158
133.1058197
128.2933502
300
300
107.8610764
139.5785828
300
290.7824097
141.4264526
173.7775421
260.7295227
222.09552
218.4427948
202.196106
222.09552
219.9076233
267.0187683
250
126.6225128
126.6225128
200.5143433
159.1444397
266.6125793
282.2598877
233.0886688
235.7415009
141.4264526
141.4264526
242.6408386
119.4989624
219.9076233
141.4264526
202.196106
202.196106
141.4264526
219.9076233
254.475708
274.1958313
254.475708
146.2546082
25.4044971
277.0816956
257.3987427
222.09552
222.09552
269.1731567
406.5565491
148.0400085
258.4298706
235.7415009
200.8625031
108.5485458
162.6313324
173.7775421
133.1058197
133.1058197
128.2933502
266.6842041
300
206.061142
133.1058197
419.8580933
199.0766602
127.5955276
139.5785828
127.8809052
300
152.9811554
173.7775421
290.7824097
141.4264526
222.09552
267.3847656
219.9076233
267.3847656
219.9076233
222.09552
241.5684662
269.6056519
199.0766602
120.8987198
163.3064728
272.3250427
126.2280121
250
231.1598206
231.1598206
272.4709778
297.9303589
297.9303589
276.1446228
108.5485458
204.2574158
162.6313324
173.7775421
133.1058197
155.1430206
155.1430206
166.9909821
133.0856171
128.2933502
266.6842041
349.7854614
427.5
283.8544922
157.8289948
287.9207458
276.1454773
222.09552
278.7583618
490.0470886
219.9076233
137.5556183
224.3591766
150.7633667
150.5554657
202.0527802
298.9499207
288.4566956
128.2933502
300
250
231.1598206
231.1598206
272.4709778
297.9303589
162.6313324
173.7775421
173.7775421
133.1058197
155.1430206
128.2933502
128.2933502
127.5955276
133.1058197
242.6408386
141.4264526
288.3435974
267.3847656
146.2132721
183.0319061
222.09552
222.09552
141.4264526
222.09552
222.09552
222.09552
222.09552
174.2332306
203.6817322
25.4044971
281.0541687
298.9499207
167.5797119
194.8854828
141.4264526
267.3847656
419.2956238
231.1598206
173.7775421
133.1058197
222.09552
219.9076233
222.09552
222.09552
222.09552
287.9207458
222.09552
257.3987427
34.8874512
126.8406525
247.1243591
140.0853271
205.7895508
178.1689911
226.3924561
119.513855
196.3184662
113.5144196
171.3954315
116.5492477
264.9353638
264.9353638
174.0458221
170.2676239
174.0458221
167.7971344
284.3134766
288.7197571
180.5145416
144.1795807
86.7267685
294.3291626
167.306427
54.5908813
203.6638947
204.029129
97.0293961
179.6481171
295.6074524
291.6908264
40.5273476
194.7786713
87.0124893
222.715271
149.0767822
291.6908264
192.6160583
158.0624542
15.2182837
82.6660538
290.3128052
461.1643066
69.3494415
262.5
36.4026337
36.4026337
322.6259155
87.0209122
87.0209122
87.0209122
87.0209122
117.7716217
87.0209122
155.7437134
407.5595093
155.7437134
87.0209122
87.0209122
87.0209122
104.2882843
87.0209122
87.0209122
232.9763947
87.0209122
87.0209122
87.0209122
291.3108521
262.5
286.6188049
188.4094391
87.0209122
36.4026337
262.5
120.5991974
286.6188049
155.7437134
171.0159912
305.7552795
155.7437134
155.7437134
155.7437134
275
232.9763947
293.2992859
305.7552795
171.0159912
171.0159912
188.4094391
120.5991974
155.7437134
305.7552795
199.1634369
250
291.3108521
305.7552795
171.0159912
232.9763947
120.5991974
192.2905731
155.7437134
407.5595093
232.9763947
291.3108521
87.0209122
171.0159912
188.4094391
155.7437134
407.5595093
286.6188049
120.5991974
23.2425709
278.9222717
325.921936
47.0948906
24.945879
38.0382385
253.1004944
67.8292618
78.0201874
